id,text
82,The system shall provide the ability for a user to attach a free text comment to a result that can be seen by another user who might subsequently view that result.
83,The system shall provide the ability for a user to select a test order exit the process of creating the order at some point prior to completion such that another user can access the order for subsequent review and completion.
84,The system shall provide the ability for a user to select an order for a medication and exit the process of creating the order at some point prior to completion such that another user can access the order for subsequent review and completion.
85,The system shall provide the ability for a user to whom a result is presented to acknowledge the result.
86,The system shall provide the ability for concurrent users to simultaneously view the same record.
87,The system shall provide the ability for concurrent users to view the same clinical documentation or template.
88,The system shall provide the ability for multiple users to interact concurrently with the EHR application.
89,"The system shall provide the ability for the user to expressly indicate that the medication list has been reviewed this must be stored as structured data.  The system must capture and display the ID of the user conducting the review, and the date of the review."
90,"The system shall provide the ability to accept, store in the patient's record, and display clinical results received through an interface with an external source."
91,"The system shall provide the ability to accept, store in the patient's record, and display medication details from an external source."
92,The system shall provide the ability to access reports outside the EHR application.
93,The system shall provide the ability to add reminders for necessary follow up tests based on medication prescribed.
94,The system shall provide the ability to addend and/or correct notes that have been finalized.
95,The system shall provide the ability to alert the user if the drug interaction information is outdated.
96,The system shall provide the ability to allow the user to configure prescriptions to incorporate fixed text according to the user's specifications and to customize the printed output of the prescription.
97,The system shall provide the ability to associate a diagnosis with a  prescription.
98,The system shall provide the ability to associate individual encounters with diagnoses.
99,The system shall provide the ability to associate one or more images with a non-numerical result.
100,"The system shall provide the ability to associate orders, medications and notes with one or more codified problems."
101,"The system shall provide the ability to associate orders, medications, and notes with one or more problems."
102,The system shall provide the ability to audit the date/time and user of each instance when a patient chart is printed by the system.
103,The system shall provide the ability to automatically add reminders for necessary follow up tests based on medication prescribed.
104,The system shall provide the ability to automatically escalate incomplete tasks to the appropriate supervisor or authority.
105,The system shall provide the ability to automatically exclude from the display of current medications a prescription whose duration has been exceeded or end date has passed.
106,"The system shall provide the ability to automatically generate an electronic reminder to the patient or the patient's guardian of disease management, preventive, or wellness services that are due."
107,"The system shall provide the ability to automatically generate letters to remind the patient or the patient's guardian of disease management, preventive, or wellness services that are due."
108,"The system shall provide the ability to automatically generate reminder letters for patients who are due or are overdue for disease management, preventive or wellness services."
109,The system shall provide the ability to calculate and graph body mass index (BMI) over time.
110,The system shall provide the ability to capture and display any renewal requests received electronically from or on behalf of any dispensing entity.
111,The system shall provide the ability to capture and display notification of prior authorizations received electronically from or on behalf of any dispensing entity.
112,"The system shall provide the ability to capture and display temperature, weight and height in both metric and English units"
113,"The system shall provide the ability to capture and store discrete data regarding symptoms, signs and clinical history, from a clinical encounter and to associate that data with codes from standardized nomenclatures."
114,The system shall provide the ability to capture and store external documents.
115,The system shall provide the ability to capture and store lists of medications and other agents to which the patient has had an allergic or other adverse reaction in a standard coded form.
116,"The system shall provide the ability to capture appropriate order entry detail, including associated diagnosis."
117,"The system shall provide the ability to capture common content for prescription details including strength, sig, quantity, and refills to be selected by the ordering clinician."
118,The system shall provide the ability to capture history collected from outside sources.
119,The system shall provide the ability to capture medications entered by authorized users other than the prescriber.
120,The system shall provide the ability to capture other clinical data elements as discrete data.
121,"The system shall provide the ability to capture patient history as both a presence and absence of conditions, i.e., the specification of the absence of a personal or family history of a specific diagnosis, procedure or health risk behavior."
122,The system shall provide the ability to capture patient history in a standard coded form.
123,"The system shall provide the ability to capture patient vital signs, including blood pressure, heart rate, respiratory rate, height, and weight, as discrete data."
124,The system shall provide the ability to capture scanned paper consent documents (covered in DC.1.1.3.1).
125,The system shall provide the ability to capture structured data in the patient history.
126,The system shall provide the ability to capture the identity of the ordering provider for all test orders.
127,The system shall provide the ability to capture the identity of the prescribing provider for all medication orders.
128,"The system shall provide the ability to capture, store, display, and manage patient history."
129,The system shall provide the ability to check for drug-disease interactions for medications ordered for administration (as opposed to prescriptions) and alert the user at the time of ordering if potential interactions exist.
130,The system shall provide the ability to check for medication contraindications based on patient age for medications ordered for administration (as opposed to prescriptions) and alert the user at the time of ordering.
131,The system shall provide the ability to check for potential interactions between a current medication and a newly entered allergy.
132,The system shall provide the ability to check for potential interactions between medications ordered for administration (as opposed to prescriptions) and current medications and alert the user at the time of ordering if potential interactions exist.
133,The system shall provide the ability to check for potential interactions between medications ordered for administration (as opposed to prescriptions) and medication allergies and intolerances listed in the record and alert the user at the time of ordering if potential interactions exist.
134,The system shall provide the ability to check for potential interactions between medications to be prescribed and medication allergies and intolerances listed in the record and alert the user at the time of medication ordering if potential interactions exist.
135,"The system shall provide the ability to check whether a medication being prescribed has been noted to be ineffective for the patient in the past, and alert the user at the time of medication ordering if noted ineffectiveness exists."
136,The system shall provide the ability to chronologically display consents and authorizations.
137,The system shall provide the ability to cosign a note and record the date and time of signature.
138,The system shall provide the ability to create and assign tasks by user or user role.
139,"The system shall provide the ability to create and display a summary list for each patient that includes, at a minimum, the active problem list, current medication list, medication allergies and adverse reactions"
140,The system shall provide the ability to create and maintain a directory of clinical personnel external to the organization who are not users of the system to facilitate communication and information exchange.
141,The system shall provide the ability to create clinical documentation or notes (henceforth documentation).
142,"The system shall provide the ability to create hardcopy and electronic report summary information (procedures, medications, labs, immunizations, allergies, and vital signs)."
143,The system shall provide the ability to create patient specific instructions.
144,The system shall provide the ability to create prescription or other medication orders with sufficient information for correct filling and dispensing by a pharmacy.
145,"The system shall provide the ability to create provider specific medication lists of the most commonly prescribed drugs with a default dose, frequency, and quantity."
146,"The system shall provide the ability to create provider specific medication lists of the most commonly prescribed drugs with a default route, dose, frequency, and quantity."
147,The system shall provide the ability to create referral orders with detail adequate for correct routing.
148,"The system shall provide the ability to create site-specific care plan, protocol, and guideline documents."
149,The system shall provide the ability to customize clinical templates.
150,The system shall provide the ability to define one or more reports as the formal health record for disclosure purposes.
151,The system shall provide the ability to designate a task as completed.
152,"The system shall provide the ability to display a schedule of patient appointments, populated either through data entry in the system itself or through an external application interoperating with the system."
153,The system shall provide the ability to display alerts based on established guidelines.
154,The system shall provide the ability to display all current problems associated with a patient.
155,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Allergy and Conditions content information, and file them as intact documents in the EHR"
156,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Allergy and Conditions content information, file them as intact documents in the EHR, and import the discrete data from one or more of the entries in a structured form into the patient record. If coded data is present it shall be maintained or mapped to a local value."
157,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Medication and Immunization History information and file them as intact documents in the EHR"
158,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Medication and Immunization History information, file them as intact documents in the EHR, and import the discrete data from one or more of the entries in a structured form into the patient record. If coded data is present it shall be maintained or mapped to a local value"
159,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Registration Summary information, and file them as intact documents in the EHR"
160,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Registration Summary information, file them as intact documents in the EHR, and import the discrete data from one or more of the entries in a structured form into the patient record. If coded data is present it shall be maintained or mapped to a local value."
161,The system shall provide the ability to display documentation.
162,The system shall provide the ability to display inactive and/or resolved problems.
163,The system shall provide the ability to display information received through health plan/payer formulary checking.
164,The system shall provide the ability to display information which has been inactivated or removed from the allergy and adverse reaction list.
165,"The system shall provide the ability to display medical eligibility obtained from patient's insurance carrier, populated either through data entry in the system itself or through an external application interoperating with the system."
166,The system shall provide the ability to display medication history for the patient.
167,The system shall provide the ability to display non-numeric current and historical test results as textual data.
168,"The system shall provide the ability to display numerical results in flow sheets and graphical form in order to compare results, and shall provide the ability to display values graphed over time."
169,"The system shall provide the ability to display other discrete numeric clinical data elements, such as peak expiratory flow rate or pain scores, in tabular and graphical form."
170,"The system shall provide the ability to display reminders for disease management, preventive and wellness services in the patient record."
171,The system shall provide the ability to display the associated problem or diagnosis (indication) on the printed prescription.
172,The system shall provide the ability to display user created instructions and/or prompts when ordering diagnostic tests or procedures.
173,"The system shall provide the ability to display, on demand, potential interactions on a patient?s medication list, even if a medication is not being prescribed at the time."
174,The system shall provide the ability to distinguish between an allergy and an intolerance as discrete data.
175,The system shall provide the ability to document a patient encounter.
176,"The system shall provide the ability to document encounters by one or more of the following means: direct keyboard entry of text structured data entry utilizing templates, forms, pick lists or macro substitution dictation with subsequent transcription of voice to text, either manually or via voice recognition system."
177,The system shall provide the ability to document medication administration.
178,The system shall provide the ability to document reasons disease management or preventive services/wellness prompts were overridden.
179,The system shall provide the ability to document that a disease management or preventive service has been performed with associated dates or other relevant details recorded.
180,"The system shall provide the ability to document that a preventive or disease management service has been performed based on activities documented in the record (e.g., vitals signs taken)."
181,The system shall provide the ability to document verbal/telephone communication into the patient record.
182,The system shall provide the ability to electronically communicate from the prescriber to the pharmacy an initial medication order as well as renewals of an existing order.
183,The system shall provide the ability to enter free text notes.
184,The system shall provide the ability to enter or further specify in a discrete field that the patient takes no medications.
185,The system shall provide the ability to enter uncoded or free text medications when medications are not on the vendor-provided medication database or information is insufficient to completely identify the medication.
186,"The system shall provide the ability to establish criteria for disease management, wellness, and preventive services based on clinical data (problem list, current medications)."
187,"The system shall provide the ability to establish criteria for disease management, wellness, and preventive services based on patient demographic data (minimally age and gender)."
188,The system shall provide the ability to export (extract) pre-defined set(s) of data out of the system.
189,The system shall provide the ability to export structured data which removes those identifiers listed in the HIPAA definition of a limited dataset.  This export on hardcopy and electronic output shall leave the actual PHI data unmodified in the original record.
190,The system shall provide the ability to filter or sort results by type of test and test date.
191,"The system shall provide the ability to filter, search or order notes by associated diagnosis within a patient record."
192,"The system shall provide the ability to filter, search or order notes by the provider who finalized the note."
193,"The system shall provide the ability to finalize a note, i.e., change the status of the note from in progress to complete so that any subsequent changes are recorded as such."
194,The system shall provide the ability to forward a result to other users.
195,The system shall provide the ability to generate a CDA document that is consistent with the HL7 2.5.1 message for Lab documents
196,"The system shall provide the ability to generate a report of items overridden.  The report shall include date, provider, patient, interaction (drug-drug and drug-allergy) and reason for override."
197,"The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Allergy and Conditions module subset.  For 2008, the values within the structured entries do not have to use industry standard vocabularies/terminologies (such as RxNorm or SNOMED-CT)"
198,The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Allergy and Conditions module subset.  Structured entries value sets must adopt industry-standard vocabularies/terminologies (such as RxNORM or SNOMED-CT).
199,"The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Medication and Immunization History module subset.  For 2008, the values within the structured entries do not have to use industry standard vocabularies/terminologies (such as RxNorm or SNOMED-CT)"
200,The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Medication and Immunization History module subset.  Structured entries value sets must adopt industry-standard vocabularies/terminologies (such as RxNORM or SNOMED-CT).
201,"The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Registration Information module subset.  For 2008, the values within the structured entries do not have to use industry standard vocabularies/terminologies (such as RxNorm or SNOMED-CT)"
202,The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Registration Information module subset.  Structured entries value sets must adopt industry-standard vocabularies/terminologies (such as RxNORM or SNOMED-CT).
203,The system shall provide the ability to generate hardcopy and electronic output by date and/or date range.
204,The system shall provide the ability to generate hardcopy or electronic output of part or all of the individual patient's medical record.
205,The system shall provide the ability to generate reports consisting of all or part of an individual patient?s medical record (e.g. patient summary).
206,The system shall provide the ability to generate reports of clinical and administrative data using either internal or external reporting tools.
207,The system shall provide the ability to generate reports regarding multiple patients (e.g. diabetes roster).
208,The system shall provide the ability to graph height and weight over time.
209,The system shall provide the ability to handle OIDs (object identifiers) for Lab results
210,"The system shall provide the ability to identify all users who have accessed an individual's chart over a given time period, including date and time of access."
211,The system shall provide the ability to identify and maintain patient or patient proxy completed clinical information.
212,The system shall provide the ability to identify certain information as confidential and only make that accessible by appropriately authorized users.
213,"The system shall provide the ability to identify criteria for disease management, preventive and wellness services based on patient demographic data (age, gender)."
214,"The system shall provide the ability to identify criteria for disease management, preventive, and wellness services based on clinical data (problem list, current medications, lab values)."
215,"The system shall provide the ability to identify medication samples dispensed, including lot number and expiration date."
216,The system shall provide the ability to identify pharmacies that can receive prescriptions electronically
217,"The system shall provide the ability to identify preventive services, tests or counseling that are due on an individual patient."
218,"The system shall provide the ability to identify the full content of a modified note, both the original content and the content resulting after any changes, corrections, clarifications, addenda, etc. to a finalized note including date/time/author identity"
219,The system shall provide the ability to identify the identity of the cosigning  author of a note and record the date and time of original author and identity of signature.
220,The system shall provide the ability to import data into the system.
221,The system shall provide the ability to import home physiologic monitoring data from patients
222,The system shall provide the ability to include demographic information in reports.
223,The system shall provide the ability to incorporate paper documents from external providers into the patient record.
224,"The system shall provide the ability to index and retrieve scanned documents based on the document type, the date of the original document."
225,The system shall provide the ability to indicate normal and abnormal results based on data provided from the original data source.
226,The system shall provide the ability to indicate that a patient has completed advance directive(s).
227,"The system shall provide the ability to indicate the type of advance directives, such as living will, durable power of attorney, or a Do Not Resuscitate order."
228,The system shall provide the ability to indicate when advance directives were last reviewed.
229,The system shall provide the ability to individualize alerts to address a patient's specific clinical situation.
230,"The system shall provide the ability to launch DICOM image viewer, may be web-based."
231,The system shall provide the ability to link the results to the original order.
232,The system shall provide the ability to log outgoing information exchange in an auditable form.
233,The system shall provide the ability to maintain a coded list of problems.
234,The system shall provide the ability to maintain a directory of all clinical personnel who currently use or access the system.
235,"The system shall provide the ability to maintain a directory which contains identifiers required for licensed clinicians to support the practice of medicine including at a minimum state medical license, DEA, NPI, and UPIN number."
236,The system shall provide the ability to maintain a history of all problems associated with a patient.
237,"The system shall provide the ability to maintain and make available historic information for demographic data including prior names, addresses, phone numbers and email addresses."
238,The system shall provide the ability to maintain at least two names or aliases for the same patient.
239,The system shall provide the ability to maintain medication ordering dates.
240,"The system shall provide the ability to maintain other dates associated with medications including start, modify, renewal and end dates as applicable."
241,The system shall provide the ability to maintain the onset date of the problem.
242,The system shall provide the ability to maintain the resolution date of the problem.
243,The system shall provide the ability to merge patient information from two patient records into a single patient record.
244,The system shall provide the ability to modify demographic information about the patient.
245,The system shall provide the ability to modify one or more parameters of a saved report specification when generating a report using that specification.
246,"The system shall provide the ability to modify site-specific standard care plan, protocol, and guideline documents obtained from outside sources."
247,"The system shall provide the ability to modify the guidelines, criteria or rules that trigger the reminders."
248,The system shall provide the ability to modify the rules or parameters upon which guideline-related alerts are based.
249,"The system shall provide the ability to notify the provider that patients are due or are overdue for disease management, preventive or wellness services."
250,"The system shall provide the ability to notify the relevant providers (ordering, copy to) that new results have been received."
251,"The system shall provide the ability to order diagnostic tests, including labs and imaging studies."
252,The system shall provide the ability to order radiology tests
253,The system shall provide the ability to override guidelines.
254,"The system shall provide the ability to prescribe fractional amounts of medication (e.g. 1/2 tsp, 1/2 tablet)."
255,The system shall provide the ability to present a list of tasks by user or user role.
256,The system shall provide the ability to prevent specified user(s) from accessing a designated patient's chart.
257,The system shall provide the ability to print and electronically fax prescriptions.
258,"The system shall provide the ability to produce a list of patients who are due or are overdue for disease management, preventive or wellness services."
259,"The system shall provide the ability to produce reports based on the absence of a clinical data element (e.g., a lab test has not been performed or a blood pressure has not been measured in the last year)."
260,The system shall provide the ability to query and receive electronic medical insurance eligibility information
261,The system shall provide the ability to re-assign and route tasks from one user to another user.
262,The system shall provide the ability to receive and display information received through electronic prescription eligibility checking.
263,The system shall provide the ability to receive and store general laboratory results (includes ability to differentiate preliminary results and final results and the ability to process a corrected result)
264,The system shall provide the ability to receive and store microbiology laboratory results with organisms coded w/SNOMED-CT
265,The system shall provide the ability to receive and store microbiology laboratory results with organisms recorded as free-text
266,The system shall provide the ability to receive and store microbiology laboratory results with sensitivity testing coded using LOINC
267,The system shall provide the ability to receive clinical trial protocol and templates for data collection
268,The system shall provide the ability to receive electronic authorization for referral from payer
269,"The system shall provide the ability to receive imaging reports and view images, includes ECG and other images as well as radiology"
270,The system shall provide the ability to receive medication fulfillment history from a pharmacy
271,The system shall provide the ability to receive patient registration data from an internal practice management system
272,The system shall provide the ability to receive patient registration data from an outside system
273,The system shall provide the ability to receive scheduling information from a scheduling system
274,The system shall provide the ability to receive units using a defined vocabulary for lab results
275,"The system shall provide the ability to receive, store in the patient's record, and display discrete lab results received through an electronic interface."
276,"The system shall provide the ability to receive, store in the patient's record, and display text-based outside reports."
277,The system shall provide the ability to record and display the identity of the user who addended or corrected a note and the date and time of the change.
278,The system shall provide the ability to record that patient specific instructions or educational material were provided to the patient.
279,"The system shall provide the ability to record the chronicity (chronic, acute/self-limiting, etc.) of a problem."
280,The system shall provide the ability to record the date of changes made to a patient's medication list and the identity of the user who made the changes.
281,The system shall provide the ability to record the identity of the user finalizing each note and the date and time of finalization.
282,The system shall provide the ability to record the inactivation of items from the allergy list.
283,The system shall provide the ability to record the prescribing of medications including the identity of the prescriber.
284,"The system shall provide the ability to record the reason for variation from care plans, guidelines, and protocols as discrete data."
285,The system shall provide the ability to record the user ID and date of all updates to the problem list.
286,"The system shall provide the ability to record user and date stamp for prescription related events, such as initial creation, renewal, refills, discontinuation, and cancellation of a prescription."
287,The system shall provide the ability to record user ID and date/time stamp for all referral related events.
288,The system shall provide the ability to relay orders for a diagnostic test to the correct destination for completion.
289,The system shall provide the ability to remove a task without completing the task.
290,"The system shall provide the ability to reorder a prior prescription without re-entering previous data (e.g. administration schedule, quantity)."
291,The system shall provide the ability to report on Quality Improvement
292,The system shall provide the ability to re-print and re-fax prescriptions.
293,The system shall provide the ability to respond to a query to share imaging results with other providers
294,The system shall provide the ability to respond to a query to share laboratory results
295,The system shall provide the ability to respond to a request for a refill sent from a pharmacy
296,The system shall provide the ability to respond to query to Identify patients eligible for a clinical trial
297,"The system shall provide the ability to retain data until otherwise purged, deleted, archived or otherwise deliberately removed."
298,The system shall provide the ability to retrieve information that has been archived.
299,"The system shall provide the ability to retrieve, display, store, and export a HITSP C/48 document"
300,"The system shall provide the ability to save a note in progress prior to finalizing the note, and shall retain the author, date, time of the saving of a note whether still in progress or finalized. The author, date and time of each save shall be documented in an audit trail."
301,The system shall provide the ability to save a note in progress prior to finalizing the note.
302,The system shall provide the ability to save report parameters for generating subsequent reports.
303,The system shall provide the ability to save scanned documents as images.
304,The system shall provide the ability to schedule radiology tests
305,The system shall provide the ability to select an appropriate CPT Evaluation and Management code based on data found in a clinical encounter.
306,The system shall provide the ability to send a query for medication history to PBM or pharmacy to capture and display medication list from the EHR
307,The system shall provide the ability to send a query from the EHR to a scheduling system to schedule an appointment
308,The system shall provide the ability to send a query to check status of a test order
309,The system shall provide the ability to send a query to other providers to share imaging results
310,The system shall provide the ability to send a query to retrieve immunization information from an immunization registry and import immunization record into the EHR
311,The system shall provide the ability to send a query to verify prescription drug insurance eligibility and apply response to formulary and benefit files to determine coverage
312,The system shall provide the ability to send a report of patient immunizations to an immunization registry
313,The system shall provide the ability to send an electronic prescription to pharmacy
314,The system shall provide the ability to send an order for a laboratory test
315,The system shall provide the ability to send data report to a clinical trial
316,The system shall provide the ability to send data to register a patient in a clinical trial
317,The system shall provide the ability to send de-identified utilization and laboratory bio-surveillance data to public health agencies
318,The system shall provide the ability to send electronic prescription to pharmacy including structured and coded SIG instructions
319,The system shall provide the ability to send patient specific Public Health Disease Report for a reportable disease
320,The system shall provide the ability to send text or coded allergy information with new electronic prescriptions via NCPDP Script v8.1 (NEWRX) using the free text field of the message drug segment (DRU 090).
321,"The system shall provide the ability to send, store, and receive coded medication information"
322,The system shall provide the ability to set the severity level at which drug interaction warnings should be displayed.
323,"The system shall provide the ability to specify report parameters (sort and filter criteria) based on patient demographic and clinical data (e.g., all male patients over 50 that are diabetic and have a HbA1c value of over 7.0 or that are on a certain medication)."
324,The system shall provide the ability to specify the intended destination of the extracted information.
325,"The system shall provide the ability to specify the role of each provider associated with a patient, such as encounter provider, primary care provider, attending, resident, or consultant using structured data."
326,"The system shall provide the ability to specify the role of each provider associated with a patient, such as encounter provider, primary care provider, attending, resident, or consultant."
327,"The system shall provide the ability to specify, modify and access a patient-specific care plan, e.g. an Asthma Action Plan, including the ability to specify medications and patient instructions."
328,The system shall provide the ability to store and display administrative documents (e.g. privacy notices).
329,The system shall provide the ability to store more than one identifier for each patient record.
330,"The system shall provide the ability to store, display and print patient consent forms."
331,The system shall provide the ability to submit prescriptions electronically.
332,"The system shall provide the ability to support IHE ITI (Integrating the Healthcare Enterprise, IT Infrastructure) Framework:  Document Source  - Provide and Register Document Set"
333,"The system shall provide the ability to support IHE ITI (Integrating the Healthcare Enterprise, IT Infrastructure) Framework: Document Consumer - Query Registry Transaction, Retrieve Document Transaction"
334,"The system shall provide the ability to update a patient history by modifying, adding or removing items from the patient history as appropriate."
335,The system shall provide the ability to update clinical decision support guidelines and associated reference material.
336,The system shall provide the ability to update disease management guidelines and any associated reference material.
337,The system shall provide the ability to update preventive services/wellness guidelines and any associated reference material.
338,The system shall provide the ability to update the clinical content or rules utilized to generate clinical decision support reminders and alerts.
339,The system shall provide the ability to utilize RxNorm where appropriate for Tox Screens
340,The system shall provide the ability to Utilize UCUM for coding of units for laboratory results
341,The system shall provide the ability to utilize unique identifiers for Placer Order Number and unique identifiers for Filler Order Number for Lab results
342,The system shall provide the ability to view outstanding orders for all patients (as opposed to outstanding orders for a single patient).
343,"The system shall store demographic information in the patient medical record in separate discrete data fields, such that data extraction tools can retrieve these data."
344,"The system shall store medication information in discrete data fields.  At a minimum, there must be one field for each of the following: - medication name, form and strength - dispense quantity - refills and - sig."
345,The system shall support messaging between users.
346,"When access to a chart is restricted and the break the glass has occurred, the system shall provide the ability to audit this override."
347,"When access to a chart is restricted, the system shall provide a means for appropriately authorized users to break the glass for emergency situations."
348,The system shall provide the ability to display:  1) The accurate (i.e. non-distorted) tracing from any ECG stored in the system or imported from another system  2) The date and time the ECG was obtained  3) ECG interpretation
349,"I. The system shall provide the ability to capture the following data elements for a Stress Test as discrete data: 1) Date of study  2) Test type  - list to include at least: Exercise treadmill, Exercise echo, Dobutamine echo, Exercise nuclear, Adenosine nuclear, Dobutamine nuclear, Dipyridamole nuclear, Adenosine MRI, Dobutamine MRI, Adenosine PET/CT, Dipyridamole PET/CT  3) CPT coded test type  4) Result: normal, abnormal, indeterminate"
350,I. The system shall provide the ability to capture the following data elements for cardiac catheterization as discrete data:  1) Date of procedure  2) CPT coded test type (multiple selection capability required)  3) Type of intervention(s)  (selected from customizable list of options multiple selection capability required)  4) ID of physician(s) performing procedure (multiple input capability required)
351,I. The system shall provide the ability to capture the following data elements for cardiothoracic surgeries as discrete data elements:  1) Date of procedure 2) CPT coded test type (multiple selection capability required)  3) Procedure(s) performed (selected from customizable list of options multiple selection capability required)  4) ID of physician(s) performing procedure (multiple input capability required)
352,The system shall provide access to view through the UI of the EHR the final report of studies/procedures imported from external sources (and/or directly entered into the EHR).
353,The system shall provide the ability to capture and display patient weight in the units in which it is recorded: lbs or kg.
354,The system shall provide the ability to capture the following data elements for ejection fraction as discrete data: 1) Date of test  2) Modality of test  3) Quantitative value as percent  4) Qualitative value (narrative)
355,The system shall provide the ability to capture the following data elements for EP Procedures as discrete data:   1) Date of procedure  2) CPT coded test type (multiple selection capability required)  3) Procedure(s) performed (selected from customizable list of options multiple selection capability required)  4) ID of physician(s) performing procedure (multiple input capability required)
356,"The system shall provide the ability to capture the following implant/device data elements as discrete data: 1) Date of implant/procedure 2) Type of device (selected from customizable list of Options) 3) Product name (selected from customizable list of options) 4) Device manufacturer (selected from customizable list of options) 5) Product specifications (e.g. diameter, length) 6) Product serial number 7) Manufacturer model number  8) Leads type (for pacemaker) ... 9) Date removed 10) Physical location of device implant"
357,The system shall provide the ability to configure the sorting/view of the problem list at the level of the individual user/provider.
358,"The system shall provide the ability to create a CV specific family history panel/display.  This should include, but is not limited to the following: coronary disease, sudden death."
359,"The system shall provide the ability to create a CV specific risk factor panel/display.  This should include, but is not limited to the following: diabetes, hyperlipidemia, hypertension, history of cardiovascular disease, family history, tobacco use."
360,The system shall provide the ability to display a summary screen (or screens) of CV-relevant patient information when a patient record is viewed.  The following constitutes a minimum list of the types of patient information that shall be available through the summary view: 1) Problem List 2) Medications 3) Allergies 4) Labs 5) Cardiovascular Tests and Procedures  (Diagnostic)  6) Cardiovascular Tests and Procedures (Therapeutic) 7) Implants/Devices
361,The system shall provide the ability to document and display vital sign measurements collected outside of the current patient encounter.
